,comment,cl_comment,wordlist,emojis,sent,user,mentioned
4823,👏👏👏👏,,[],"['👏', '👏', '👏', '👏']",neu,clickalex3,[]
4824,😍😍,,[],"['😍', '😍']",neu,imshouvik7,[]
4825,Very nice post beautiful lovely yah photo bahut Sundar hai lovely beautiful veri nice kya khoob lagti Ho badi Sundar,nice post beauti love yah photo bahut sundar hai love beauti veri nice kya khoob lagti ho badi sundar,"['nice', 'post', 'beauti', 'love', 'yah', 'photo', 'bahut', 'sundar', 'hai', 'love', 'beauti', 'veri', 'nice', 'kya', 'khoob', 'lagti', 'ho', 'badi', 'sundar']",[],pos,bhicndd,[]
4826,😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘,,[],"['😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘', '😘']",neu,b.e.k.z.o.d.ch.i.k,[]
4827,😍,,[],['😍'],neu,malerpaulus,[]
4828,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",neu,b.e.k.z.o.d.ch.i.k,[]
4829,Sexy girls ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,sexi girl,"['sexi', 'girl']","['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,b.e.k.z.o.d.ch.i.k,[]
4830,😍😍😍,,[],"['😍', '😍', '😍']",neu,hellowawitz,[]
4831,Yaw never tag the shooter,yaw never tag shooter,"['yaw', 'never', 'tag', 'shooter']",[],neu,milly2s,[]
4832,Kendall you're the real goddess 🔥,kendal real goddess,"['kendal', 'real', 'goddess']",['🔥'],neu,hrij.duhh,[]
4833,❤️✨,,[],"['❤', '✨']",neu,hani.fathi1,[]
4834,Hi friends,hi friend,"['hi', 'friend']",[],neu,officialbansidharchaudhary17,[]
4835,11 xiiig😥😐😍🕳️🕳️🥺😯😁😌😭😥🤗😦🤗🕳️😜😆😨😿😝,11 xiiig,"['11', 'xiiig']","['😥', '😐', '😍', '🕳', '🕳', '🥺', '😯', '😁', '😌', '😭', '😥', '🤗', '😦', '🤗', '🕳', '😜', '😆', '😨', '😿', '😝']",neu,55555555rek,[]
4836,Hi,hi,['hi'],[],neu,officialbansidharchaudhary17,[]
4837,😍😍😍,,[],"['😍', '😍', '😍']",neu,luxuryrrstore.id,[]
4838,Message me pink,messag pink,"['messag', 'pink']",[],neu,luoma_nathan,[]
4839,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,beth_kitty,[]
4840,😍😍😍,,[],"['😍', '😍', '😍']",neu,liarnice_borsc,[]
4841,Goddess😍😍,goddess,['goddess'],"['😍', '😍']",neu,federica_ciattaglia,[]
4842,@rebecca_pagliano @giuliacerta e mo vi voglio,e mo vi voglio,"['e', 'mo', 'vi', 'voglio']",[],neu,benedettavisintini,"['rebecca_pagliano', 'giuliacerta']"
4843,@rebecca_pagliano anche iooo,anch iooo,"['anch', 'iooo']",[],neu,giuliacerta,['rebecca_pagliano']
4844,@benedettavisintini io sono già qua,io sono gi qua,"['io', 'sono', 'gi', 'qua']",[],neu,rebecca_pagliano,['benedettavisintini']
4845,kendall.🔥,kendal,['kendal'],['🔥'],neu,mist.purpleyy,[]
4846,gorgeous jenners. 💜,gorgeou jenner,"['gorgeou', 'jenner']",['💜'],neu,mist.purpleyy,[]
4847,❤️✌🏽😻😻,,[],"['❤', '✌', '🏽', '😻', '😻']",neu,lesexy.boy,[]
4848,😍,,[],['😍'],neu,sofeafizanie,[]
4849,1x1😊😊😊😃,1x1,['1x1'],"['😊', '😊', '😊', '😃']",neu,alessa_gd,[]
4850,🙌🏼💀👽LLl,lll,['lll'],"['🙌', '🏼', '💀', '👽']",neu,alessa_gd,[]
4851,Stunner❤️❤️❤️❤️🔥🔥🔥🔥,stunner,['stunner'],"['❤', '❤', '❤', '❤', '🔥', '🔥', '🔥', '🔥']",neu,misquitta_remius,[]
4852,Aha benimkiler,aha benimkil,"['aha', 'benimkil']",[],neu,ayca_yilmaz1,[]
4853,❤️,,[],['❤'],neu,ceutfojii,[]
4854,❤️❤️,,[],"['❤', '❤']",neu,ceutfojii,[]
4855,❤️,,[],['❤'],neu,ceutfojii,[]
4856,Fist 🔥❤️❤️,fist,['fist'],"['🔥', '❤', '❤']",neu,lau_latham,[]
4857,😍😍,,[],"['😍', '😍']",neu,romaa.rodrigues,[]
4858,gilakkk pakai baju terkoyak pun lawa gilakkkkk,gilakkk pakai baju terkoyak pun lawa gilakkkkk,"['gilakkk', 'pakai', 'baju', 'terkoyak', 'pun', 'lawa', 'gilakkkkk']",[],neu,balqeeshazalwafi,[]
4859,@ratihinda_ Tunggu aku colab kro kylie ya tih😍,tunggu aku colab kro kyli ya tih,"['tunggu', 'aku', 'colab', 'kro', 'kyli', 'ya', 'tih']",['😍'],neu,nindyadeaa,['ratihinda_']
4860,Nice,nice,['nice'],[],neu,sandip.maruti.malekar,[]
4861,Lb 😬❤️❤️,lb,['lb'],"['😬', '❤', '❤']",neu,lau_latham,[]
4862,$tream my smash hit single Kool Bhega - Thick Thighs (Thank You Hailie Jade) @hailiejade now on @spotify & @spotifysa FREE & add to your playlist 📱🎧💻 Link in my bio!!! 💿🎒🏞️ #ThickThighs,tream smash hit singl kool bhega thick thigh thank haili jade free add playlist link bio thickthigh,"['tream', 'smash', 'hit', 'singl', 'kool', 'bhega', 'thick', 'thigh', 'thank', 'haili', 'jade', 'free', 'add', 'playlist', 'link', 'bio', 'thickthigh']","['📱', '🎧', '💻', '💿', '🎒', '🏞']",pos,koolbhega16,"['hailiejade', 'spotify', 'spotifysa']"
4863,🐼💙🔫☮️🛬🛵🏪🏑📦⏰💴📩🕹️🏕️,,[],"['🐼', '💙', '🔫', '☮', '🛬', '🛵', '🏪', '🏑', '📦', '⏰', '💴', '📩', '🕹', '🏕']",neu,koolbhega16,[]
4864,🌹🌹🌹🌹,,[],"['🌹', '🌹', '🌹', '🌹']",neu,juandelatorre4,[]
4865,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,juandelatorre4,[]
4866,😮😮😮🔥🔥🔥🔥🔥🔥🔥🌹🌹🌹🙏🙏🙏❤️❤️❤️,,[],"['😮', '😮', '😮', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🌹', '🌹', '🌹', '🙏', '🙏', '🙏', '❤', '❤', '❤']",neu,victorzhalinskii,[]
4867,Congratulations angels! ❤️,congratul angel,"['congratul', 'angel']",['❤'],neu,eylulspcy,[]
4868,ngon,ngon,['ngon'],[],neu,xneiiv,[]
4869,WARNANYA GEMES” BGTTT,warnanya geme bgttt,"['warnanya', 'geme', 'bgttt']",[],neu,salsabilr.p,[]
4870,🔥🔥,,[],"['🔥', '🔥']",neu,iamlanvitoaresta,[]
4871,Hi,hi,['hi'],[],neu,vishvasundaricall,[]
4872,Omgg😱😱💜ultra stunning 💜💜💜,omggultra stun,"['omggultra', 'stun']","['😱', '😱', '💜', '💜', '💜', '💜']",neu,a.d.d.i.e.13,[]
4873,❤️❤️❤️❤️❤️love you,love,['love'],"['❤', '❤', '❤', '❤', '❤']",pos,mehboobhussain63,[]
4874,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,aymii_qureshi,[]
4875,😍,,[],['😍'],neu,corifra_7,[]
4876,🔥,,[],['🔥'],neu,cey7890,[]
4877,Xxx,xxx,['xxx'],[],neu,aanu.kumar.3538,[]
4878,💋💋💋💋💋💋💋💋💋💋💋💋,,[],"['💋', '💋', '💋', '💋', '💋', '💋', '💋', '💋', '💋', '💋', '💋', '💋']",neu,tr_monster__,[]
4879,Heyy,heyi,['heyi'],[],neu,ethan_bryce11swifty13,[]
4880,Twins 😍,twin,['twin'],['😍'],neu,worldpeacelovee,[]
4881,🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋🦋,,[],"['🦋', '🦋', '🦋', '🦋', '🦋', '🦋', '🦋', '🦋', '🦋', '🦋', '🦋', '🦋']",neu,tr_monster__,[]
4882,Hi sexys I lve yr mkeup  I lve it 🤣 🥰 🤩💋😛😘💘💘💘💘💋💋💋💋💖💖💖💖🤘👌🏻👌🏻👌🏻👀🙆🏻‍♀️🙋‍♀️💁‍♀️,hi sexi lve yr mkeup lve,"['hi', 'sexi', 'lve', 'yr', 'mkeup', 'lve']","['🤣', '🥰', '🤩', '💋', '😛', '😘', '💘', '💘', '💘', '💘', '💋', '💋', '💋', '💋', '💖', '💖', '💖', '💖', '🤘', '👌', '🏻', '👌', '🏻', '👌', '🏻', '👀', '🙆', '🏻', '♀', '🙋', '♀', '💁', '♀']",neu,rosal.indagomez1,[]
4883,My Godesss,godesss,['godesss'],[],neu,official_asaphakeem,[]
4884,کندال خوشکل تره,,[],[],neu,barbersina.azh,[]
4885,Congratulation bestie❤️,congratul besti,"['congratul', 'besti']",['❤'],neu,arradibaa,[]
4886,🔥🔥🔥🔥🔥👏👏👏👏,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '👏', '👏', '👏', '👏']",neu,melaguirrer,[]
4887,❤️❤️,,[],"['❤', '❤']",neu,elyas.ranjgari,[]
4888,😍😍,,[],"['😍', '😍']",neu,aryan__raghav,[]
4889,Hi,hi,['hi'],[],neu,muhammadnadeem5131,[]
4890,I prefer XL,prefer xl,"['prefer', 'xl']",[],neu,adilalayan,[]
4891,🥺😍💖,,[],"['🥺', '😍', '💖']",neu,xviolettatini,[]
4892,🥰🐈😘,,[],"['🥰', '🐈', '😘']",neu,mal_1150,[]
4893,💜💜💜💜,,[],"['💜', '💜', '💜', '💜']",neu,ingridledm,[]
4894,Wow what a photo shoot … I wish,wow photo shoot wish,"['wow', 'photo', 'shoot', 'wish']",[],pos,rljnycpics,[]
4895,🔥🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",neu,saugatabamboo,[]
4896,Hay grabe nga mga muaks 😍,hay grabe nga mga muak,"['hay', 'grabe', 'nga', 'mga', 'muak']",['😍'],neu,joyagalagate,[]
4897,Hello,hello,['hello'],[],neu,aa1668835,[]
4898,2 chị đẹp 💞💞🪴,2 ch p,"['2', 'ch', 'p']","['💞', '💞', '🪴']",neu,myytraaa____,[]
4899,sen ve kim? @mervenurcam,sen kim,"['sen', 'kim']",[],neu,nihatchilipeppers,['mervenurcam']
4900,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",neu,lili.bxth,[]
4901,❤️,,[],['❤'],neu,natural._.mess_,[]
4902,😍😍😍,,[],"['😍', '😍', '😍']",neu,lili.bxth,[]
4903,🔥😍🔥,,[],"['🔥', '😍', '🔥']",neu,lili.bxth,[]
4904,❤️❤️,,[],"['❤', '❤']",neu,lili.bxth,[]
4905,😍😍,,[],"['😍', '😍']",neu,lili.bxth,[]
4906,🔥🔥,,[],"['🔥', '🔥']",neu,lili.bxth,[]
4907,Lb,lb,['lb'],[],neu,lili.bxth,[]
4908,Lb,lb,['lb'],[],neu,lili.bxth,[]
4909,Lb,lb,['lb'],[],neu,lili.bxth,[]
4910,Top row,top row,"['top', 'row']",[],neu,jaymellich,[]
4911,🔥,,[],['🔥'],neu,livbowsky,[]
4912,❤️,,[],['❤'],neu,alinriosol,[]
4913,So pretty❤️,pretti,['pretti'],['❤'],neu,shahrukh_ansari_2005,[]
4914,🤍👑💗,,[],"['🤍', '👑', '💗']",neu,dessert_vanila,[]
4915,😍❤️,,[],"['😍', '❤']",neu,shahrukh_ansari_2005,[]
4916,🔴 HEY GUYS I'M A MUSICIAN CHECK OUT MY ACCOUNT,hey guy musician check account,"['hey', 'guy', 'musician', 'check', 'account']",['🔴'],neu,reytopi_,[]
4917,Mst,mst,['mst'],[],neu,_shalik_suryavanshi_03,[]
4918,❤️❤️❤️❤️💜💜💜💜💜,,[],"['❤', '❤', '❤', '❤', '💜', '💜', '💜', '💜', '💜']",neu,dhadve611,[]
4919,Please send message my main page,pleas send messag main page,"['pleas', 'send', 'messag', 'main', 'page']",[],neu,jop3346,[]
4920,DM ON👉 @blue_.records ✅💝,dm,['dm'],"['👉', '✅', '💝']",neu,jop3346,['blue_.records']
4921,Two Ks…Kendall Kylie,two kskendal kyli,"['two', 'kskendal', 'kyli']",[],neu,humblesavagee,[]
4922,Follow me guys....❤️,follow guy,"['follow', 'guy']",['❤'],neu,aditisays143,[]
4923,Sucha  beauty youuu areee kennnnnnyyyyy i justtt fuckinnnn lovvvee youuuu ughhhhhh❤️❤️🔥🔥🔥🔥🔥😤😤😤🥺🥺🥺🥺🥵🥵🥵😩😩😣😣😖😖😤😤😫😫😍😍😍😍😘😘😘😚😚😚😙😙😗😗🥺🥺🥺🥺💗💗💖💖🍓🍓💖💖😍😍😘❤❤💕💓💓🧿🌎🌎🌎💝💚💚💞💞❣️🥰🥰,sucha beauti youuu aree kennnnnnyyyyi justtt fuckinnnn lovvve youuuu ughhhhhh,"['sucha', 'beauti', 'youuu', 'aree', 'kennnnnnyyyyi', 'justtt', 'fuckinnnn', 'lovvve', 'youuuu', 'ughhhhhh']","['❤', '❤', '🔥', '🔥', '🔥', '🔥', '🔥', '😤', '😤', '😤', '🥺', '🥺', '🥺', '🥺', '🥵', '🥵', '🥵', '😩', '😩', '😣', '😣', '😖', '😖', '😤', '😤', '😫', '😫', '😍', '😍', '😍', '😍', '😘', '😘', '😘', '😚', '😚', '😚', '😙', '😙', '😗', '😗', '🥺', '🥺', '🥺', '🥺', '💗', '💗', '💖', '💖', '🍓', '🍓', '💖', '💖', '😍', '😍', '😘', '❤', '❤', '💕', '💓', '💓', '🧿', '🌎', '🌎', '🌎', '💝', '💚', '💚', '💞', '💞', '❣', '🥰', '🥰']",neu,siratttt04,[]
4924,🔥💜💜🔥,,[],"['🔥', '💜', '💜', '🔥']",neu,j_iranpor,[]
4925,Ik blijf bij kendal. Leuk karakter ook. Ik ben niet gek. Ik ook. Het daarnaast uiteraard zonder twijfel een ontzettend mooie vrouw.,ik blijf bij kendal leuk karakt ook ik ben niet gek ik ook het daarnaast uiteraard zonder twijfel een ontzettend mooie vrouw,"['ik', 'blijf', 'bij', 'kendal', 'leuk', 'karakt', 'ook', 'ik', 'ben', 'niet', 'gek', 'ik', 'ook', 'het', 'daarnaast', 'uiteraard', 'zonder', 'twijfel', 'een', 'ontzettend', 'mooie', 'vrouw']",[],neu,magarida_loves_marcel,[]
4926,😍😍😍,,[],"['😍', '😍', '😍']",neu,isabelsilva7860,[]
4927,💜💜💜,,[],"['💜', '💜', '💜']",neu,claudi_dancer,[]
4928,❤️,,[],['❤'],neu,hasenjuvtus,[]
4929,🔥,,[],['🔥'],neu,claudi_dancer,[]
4930,ROW😻,row,['row'],['😻'],neu,krista_ajuria,[]
4931,😍😍❤️,,[],"['😍', '😍', '❤']",neu,idheheiejb.zawmm,[]
4932,❤️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,,[],"['❤', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",neu,seechurnajit,[]
4933,Nice you included your sis 👏💕🌈,nice includ si,"['nice', 'includ', 'si']","['👏', '💕', '🌈']",neu,jaysellslasvegas,[]
4934,You and Kyle again. What about Kyle new baby?,kyle kyle new babi,"['kyle', 'kyle', 'new', 'babi']",[],neu,stan_natural1,[]
4935,Why are your pallets all the same shades lmao,pallet shade lmao,"['pallet', 'shade', 'lmao']",[],pos,sofiachoiii,[]
4936,Beautiful lady's ❤️,beauti ladi,"['beauti', 'ladi']",['❤'],neu,debaat75,[]
4937,❤️❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,mayozoee,[]
4938,Yessssss!!!!!!!!,yessssss,['yessssss'],[],neu,lxlxlxxn,[]
4939,💖💖💖💖💖😍💋💓,,[],"['💖', '💖', '💖', '💖', '💖', '😍', '💋', '💓']",neu,c.fabien2laguna,[]
4940,😍😍😍,,[],"['😍', '😍', '😍']",neu,evie_sandtr,[]
4941,💜,,[],['💜'],neu,___anushka_._,[]
4942,The prettiest Kardashian gals❤️🔥🔥🔥,prettiest kardashian gal,"['prettiest', 'kardashian', 'gal']","['❤', '🔥', '🔥', '🔥']",pos,robndj,[]
4943,❤,,[],['❤'],neu,aomnya2022,[]
4944,😍😍😍,,[],"['😍', '😍', '😍']",neu,lian.twito,[]
4945,holy fuck,holi fuck,"['holi', 'fuck']",[],neg,lian.twito,[]
4946,#thetonedeaffamily,thetonedeaffamili,['thetonedeaffamili'],[],neu,samplater_,[]
4947,Kendall is so fine bro,kendal fine bro,"['kendal', 'fine', 'bro']",[],neu,ilebackwards,[]
4948,🥵,,[],['🥵'],neu,adwaith_cs_,[]
4949,🔥,,[],['🔥'],neu,coltonborchard,[]
4950,😍😍,,[],"['😍', '😍']",neu,david_gill575,[]
4951,Kylie 😍😍😍😍,kyli,['kyli'],"['😍', '😍', '😍', '😍']",neu,087vel,[]
4952,You like my prof @krisjenner 😊😘,like prof,"['like', 'prof']","['😊', '😘']",neu,spadegcodu,['krisjenner']
4953,❤️🙌🙌🔥👏❤️❤️🙌❤️❤️❤️,,[],"['❤', '🙌', '🙌', '🔥', '👏', '❤', '❤', '🙌', '❤', '❤', '❤']",neu,199_88_0,[]
4954,🔥🔥😍😍💜🌹💯,,[],"['🔥', '🔥', '😍', '😍', '💜', '🌹', '💯']",neu,led7us,[]
4955,My girlfriend is cuter than both of u,girlfriend cuter u,"['girlfriend', 'cuter', 'u']",[],pos,arianfontal,[]
4956,Wow so pwettt,wow pwettt,"['wow', 'pwettt']",[],pos,annisaisabela,[]
4957,@paulineevillanueva  hindi tayo papakabog,hindi tayo papakabog,"['hindi', 'tayo', 'papakabog']",[],neu,jescabenevie,['paulineevillanueva']
4958,Stunningly hawt 🔥🔥,stunningli hawt,"['stunningli', 'hawt']","['🔥', '🔥']",neu,sharren.thakur,[]
4959,❤️❤️❤️🔥🔥🔥🔥,,[],"['❤', '❤', '❤', '🔥', '🔥', '🔥', '🔥']",neu,kendalljenner_2212,[]
4960,Beautiful Beauties 💜💞🔥,beauti beauti,"['beauti', 'beauti']","['💜', '💞', '🔥']",neu,rajveer_the_master,[]
4961,Nice one,nice one,"['nice', 'one']",[],neu,whayolovemore,[]
4962,Uff😂😂daamn😂,uffdaamn,['uffdaamn'],"['😂', '😂', '😂']",neu,itz_charli__,[]
4963,😘,,[],['😘'],neu,xtrgo,[]
4964,Yeh sab doglapan hai,yeh sab doglapan hai,"['yeh', 'sab', 'doglapan', 'hai']",[],neu,srilekhadey14,[]
4965,❤️,,[],['❤'],neu,vyyz1919,[]
4966,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",neu,infamous_gawa47,[]
4967,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",neu,ryojewelrydesign,[]
4968,😍😍😍,,[],"['😍', '😍', '😍']",neu,s_a_m_m_e_r_14,[]
4969,💛🤟🌞👏,,[],"['💛', '🤟', '🌞', '👏']",neu,drifthaus,[]
4970,🔥🔥🔥🔥🔥🔥🔥🙌🙌🙌,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🙌', '🙌', '🙌']",neu,diiiiiiccccckkkkk,[]
4971,💜💜💜,,[],"['💜', '💜', '💜']",neu,gigicasaya,[]
4972,💜,,[],['💜'],neu,udarxis,[]
4973,😍,,[],['😍'],neu,odii_yeng_.sedway,[]
4974,😍,,[],['😍'],neu,mikeysoprano305,[]
4975,L. B,l b,"['l', 'b']",[],neu,kaathryn_,[]
4976,@kaathryn_ lb,lb,['lb'],[],neu,alina_azmi,['kaathryn_']
4977,Lb,lb,['lb'],[],neu,kaathryn_,[]
4978,Like back,like back,"['like', 'back']",[],neu,kaathryn_,[]
4979,2/2❤️,22,['22'],['❤'],neu,kaathryn_,[]
4980,hotties🔥,hotti,['hotti'],['🔥'],neu,cr07_aakash,[]
4981,2/2,22,['22'],[],neu,kaathryn_,[]
4982,💗💗💗🔥,,[],"['💗', '💗', '💗', '🔥']",neu,michipalacios_,[]
4983,😍😍😍😍😍😍😍😍😍😍😍😍🔥🔥🔥❤️❤️❤️,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '😍', '🔥', '🔥', '🔥', '❤', '❤', '❤']",neu,gayaluhulima,[]
4984,😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍']",neu,piyushmachal,[]
4985,It's REALLY REALKY SAD... that u have to USE YOUR BODIES...TO GET LIKES??? UMMM?? U ARE SOOO MUCH MORE THAN A BEAUTIFUK BODY?!! I'M NOT JEALOUS... I KNOW KENDALL is growing RESTLESS with this modeling gig?!! She is MOST BEAUTIFUL... BUT. I THINK THERE IS MORE TO LIFE THAN JUST MODLING!! I SEE U DOING POETRY... OR BEING AN ARTIST???!!! GODS GOT SOMETHING BETTER FOR YOU... MOST BEAUTIFUL KARDASHIAN\  JENNER!!! KHLOE IS MOST BEAUTIFUL AS WELL!!,realli realki sad u use bodi get like ummm u sooo much beautifuk bodi jealou know kendal grow restless model gig beauti think life modl see u poetri artist god got someth better beauti kardashian jenner khloe beauti well,"['realli', 'realki', 'sad', 'u', 'use', 'bodi', 'get', 'like', 'ummm', 'u', 'sooo', 'much', 'beautifuk', 'bodi', 'jealou', 'know', 'kendal', 'grow', 'restless', 'model', 'gig', 'beauti', 'think', 'life', 'modl', 'see', 'u', 'poetri', 'artist', 'god', 'got', 'someth', 'better', 'beauti', 'kardashian', 'jenner', 'khloe', 'beauti', 'well']",[],pos,me2661174,[]
4986,Kendall all day everyday,kendal day everyday,"['kendal', 'day', 'everyday']",[],neu,makako_beknown,[]
4987,❤❤❤,,[],"['❤', '❤', '❤']",neu,0112.jpg,[]
4988,❤️,,[],['❤'],neu,homakhademii,[]
4989,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,viru_2207,[]
4990,💜💜💜💜💜,,[],"['💜', '💜', '💜', '💜', '💜']",neu,itzkarji,[]
4991,Omg time. Boom😂😂😂😂😂😂😂😂😂😂😂😂😂,omg time boom,"['omg', 'time', 'boom']","['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",neu,rakesh_kumar_ep,[]
4992,😮‍💨🔥,,[],"['😮', '💨', '🔥']",neu,sa.nabacker,[]
4993,👏👏👏😍😍😍,,[],"['👏', '👏', '👏', '😍', '😍', '😍']",neu,soheilaaa2019,[]
4994,Lindass😍😍😍😍😍,lindass,['lindass'],"['😍', '😍', '😍', '😍', '😍']",neu,ray_oreste,[]
4995,Who made the dress ???? @kyliejenner @kendalljenner,made dress,"['made', 'dress']",[],neu,shirsharon66,"['kyliejenner', 'kendalljenner']"
4996,good🐕‍🦺💋😘😊😊😉👍😀😆👏👏👏✨☺️⭐️‼️👭😍,good,['good'],"['🐕', '🦺', '💋', '😘', '😊', '😊', '😉', '👍', '😀', '😆', '👏', '👏', '👏', '✨', '☺', '⭐', '‼', '👭', '😍']",neu,rushmore_cody,[]
4997,Lindas ❤️❤️❤️😍😍😍,linda,['linda'],"['❤', '❤', '❤', '😍', '😍', '😍']",neu,allefejosedasilva,[]
4998,👏👏👏👏👏👏👏,,[],"['👏', '👏', '👏', '👏', '👏', '👏', '👏']",neu,centauro_int,[]
4999,Rows ☂️☂️☂️,row,['row'],"['☂', '☂', '☂']",neu,hfarrat_,[]
5000,Rows ☂️☂️☂️,row,['row'],"['☂', '☂', '☂']",neu,hfarrat_,[]
5001,LBLBLB ☂️☂️☂️,lblblb,['lblblb'],"['☂', '☂', '☂']",neu,hfarrat_,[]
5002,LBLBLB ☂️☂️☂️,lblblb,['lblblb'],"['☂', '☂', '☂']",neu,hfarrat_,[]
5003,😍😍😍,,[],"['😍', '😍', '😍']",neu,oom290530,[]
5004,Wow… Kendall is a spitting image as her father!!! 🙌❤️,wow kendal spit imag father,"['wow', 'kendal', 'spit', 'imag', 'father']","['🙌', '❤']",pos,jewelz_1980,[]
5005,❤️Gorgeous,gorgeou,['gorgeou'],['❤'],neu,9anniiii,[]
5006,😍,,[],['😍'],neu,juanchizwyd,[]
5007,Te gustaron las sombras amor? Vi tu like por aquí 🤔 @yeko_velderrain,te gustaron la sombra amor vi tu like por aqu,"['te', 'gustaron', 'la', 'sombra', 'amor', 'vi', 'tu', 'like', 'por', 'aqu']",['🤔'],pos,irma_munoz,['yeko_velderrain']
5008,Pobresitas su ropa toda desgarrada 😣.. hay que apoyarlas 👏,pobresita su ropa toda desgarrada hay que apoyarla,"['pobresita', 'su', 'ropa', 'toda', 'desgarrada', 'hay', 'que', 'apoyarla']","['😣', '👏']",neu,yeko_velderrain,[]
5009,❤️❤️,,[],"['❤', '❤']",neu,jitendar6873kumar,[]
5010,💜💜💜,,[],"['💜', '💜', '💜']",neu,ron_julen,[]
5011,1st,1st,['1st'],[],neu,recklessskyah_,[]
5012,So sweet sexy girls 💖😘🥀,sweet sexi girl,"['sweet', 'sexi', 'girl']","['💖', '😘', '🥀']",neu,abelhytarc0194,[]
5013,😍😍😍,,[],"['😍', '😍', '😍']",neu,julianadquesada,[]
5014,🔥,,[],['🔥'],neu,tabordayeseniabhip,[]
5015,"https://www.instagram.com/p/Cb-g4ijr4wq/?utm_medium=copy_link

could u pls like and comment on this pic!!!!",http wwwinstagramcompcbg4ijr4wq utmmediumcopylink could u pl like comment pic,"['http', 'wwwinstagramcompcbg4ijr4wq', 'utmmediumcopylink', 'could', 'u', 'pl', 'like', 'comment', 'pic']",[],neu,mailibartzz,[]
5016,😍❤️❤️,,[],"['😍', '❤', '❤']",neu,grace_khamrang,[]
5017,Kendall.. call me babe ❤️,kendal call babe,"['kendal', 'call', 'babe']",['❤'],neu,scott_regards,[]
5018,Bien,bien,['bien'],[],neu,alexdyerm,[]
5019,🔥,,[],['🔥'],neu,paarooo_ka_pyar,[]
5020,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",neu,paarooo_ka_pyar,[]
5021,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",neu,paarooo_ka_pyar,[]
5022,Color ❤️🙌🔥,color,['color'],"['❤', '🙌', '🔥']",neu,dee31_bosslady,[]
5023,So?,,[],[],neu,instaweiner1970,[]
5024,I do like that colo,like colo,"['like', 'colo']",[],neu,dee31_bosslady,[]
5025,Oi primas,oi prima,"['oi', 'prima']",[],neu,mateusbarrosm,[]
5026,"She gave birth,just a few months bak,how in hell can she can have abs like this,HOW FAKE😒",gave birth month bak hell ab like fake,"['gave', 'birth', 'month', 'bak', 'hell', 'ab', 'like', 'fake']",['😒'],neg,alihasneyn,[]
5027,❤️❤️👏,,[],"['❤', '❤', '👏']",neu,balakrishnanshankar,[]
5028,😍😍😍😍😍😍😍,,[],"['😍', '😍', '😍', '😍', '😍', '😍', '😍']",neu,ergashev.nabijon,[]
5029,😍😍💜💜,,[],"['😍', '😍', '💜', '💜']",neu,felobadboy,[]
5030,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",neu,afi__184,[]
5031,beautiful duo 😍😍,beauti duo,"['beauti', 'duo']","['😍', '😍']",neu,lliyaariffin,[]
