,comment,cl_comment,wordlist,emojis,sent,user,mentioned
264,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,,[],"['🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰', '🥰']",neu,izaskun_buelta,[]
265,Creo que sin tanto maquillaje eres preciosa,creo maquillaj preciosa,"['creo', 'maquillaj', 'preciosa']",[],pos,boludaespi,[]
266,Madre que eapisima eres😍,madr eapisima,"['madr', 'eapisima']",['😍'],neu,mremisgomez,[]
267,"Lo de maquillaje expréss, es por qué va a cámara rápida no? Has utilizado 200 brochas, 50 tipos diferentes de cremas maquillaje polvos , vamos que he perdido la cuenta jajajaja",maquillaj exprss qu va cmara rpida utilizado 200 brocha 50 tipo diferent crema maquillaj polvo vamo perdido cuenta jajajaja,"['maquillaj', 'exprss', 'qu', 'va', 'cmara', 'rpida', 'utilizado', '200', 'brocha', '50', 'tipo', 'diferent', 'crema', 'maquillaj', 'polvo', 'vamo', 'perdido', 'cuenta', 'jajajaja']",[],neg,araceli_ar28,[]
268,Eso es express? 😮Madre Mía Pilar hija pero si eres un clon ya de nuestra belleza Irrepetible Sara Carbonero🥺si creía que era ella pero en serio Sara tiene una boca Preciosa y natural,express madr ma pilar hija si clon belleza irrepet sara carbonerosi crea serio sara boca preciosa natur,"['express', 'madr', 'ma', 'pilar', 'hija', 'si', 'clon', 'belleza', 'irrepet', 'sara', 'carbonerosi', 'crea', 'serio', 'sara', 'boca', 'preciosa', 'natur']","['😮', '🥺']",pos,orbra_2012,[]
269,Los labios parecen dos salchichas 😂😂 que horror,labio parecen do salchicha horror,"['labio', 'parecen', 'do', 'salchicha', 'horror']","['😂', '😂']",neg,mama_y_mas,[]
270,🤷‍♀️🤷‍♀️🤷‍♀️ q necesidad de retocarte tanto la cara 🥺🥺😪,q necesidad retocart cara,"['q', 'necesidad', 'retocart', 'cara']","['🤷', '♀', '🤷', '♀', '🤷', '♀', '🥺', '🥺', '😪']",neg,mardav_00,[]
271,Perfecto te queda 😍👏,perfecto queda,"['perfecto', 'queda']","['😍', '👏']",pos,mariajesusmartinramirez,[]
272,😍😍😍😍,,[],"['😍', '😍', '😍', '😍']",neu,besenlor1,[]
273,@pilarrubio eres maravillosa!! Nos podrías decir que auto bronceador de pones y cómo te lo aplicas??? Muchísimas gracias!!!!!😘😘😘,maravillosa podra decir auto bronceador pone cmo aplica muchsima gracia,"['maravillosa', 'podra', 'decir', 'auto', 'bronceador', 'pone', 'cmo', 'aplica', 'muchsima', 'gracia']","['😘', '😘', '😘']",neu,luzzdelunass,['pilarrubio']
274,Maquillaje express???🤣🤣🤣🤣ya te enseñaré yo lo q es maquillaje express 🤣🤣🤣🤣…agua micelar con los ojos pintado y los labios😭😭😭😭o estas tatuada d labios y ojos…esto pa reventarrrr,maquillaj express ensear q maquillaj express agua micelar ojo pintado labioso tatuada d labio ojosesto pa reventarrrr,"['maquillaj', 'express', 'ensear', 'q', 'maquillaj', 'express', 'agua', 'micelar', 'ojo', 'pintado', 'labioso', 'tatuada', 'd', 'labio', 'ojosesto', 'pa', 'reventarrrr']","['🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '😭', '😭', '😭', '😭']",neg,mariared93,[]
275,Exprés dice 😂😂😂,expr dice,"['expr', 'dice']","['😂', '😂', '😂']",neg,eva_gs_84,[]
276,Si no fueran los retoques y  como Yo,si retoqu,"['si', 'retoqu']",[],neg,ti_ti2464,[]
277,Y que color de pelo tienes ahora?,color pelo ahora,"['color', 'pelo', 'ahora']",[],neg,marienmacias,[]
278,O pre- tatuada...🤷,pre tatuada,"['pre', 'tatuada']",['🤷'],neu,nievesbosque,[]
279,🙌l❤️,l,['l'],"['🙌', '❤']",neu,marienmacias,[]
280,Vaya cara! Eres una muñeca de guapa😍,vaya cara mueca guapa,"['vaya', 'cara', 'mueca', 'guapa']",['😍'],neg,al8xe,[]
281,😍,,[],['😍'],neu,myri_1979,[]
282,Me encantaaaaaa,encantaaaaaa,['encantaaaaaa'],[],neu,pilarrubioisrock,[]
283,Que hocico te has puesto!!!😱,hocico puesto,"['hocico', 'puesto']",['😱'],neg,tulita63,[]
284,@ireneolmedo81 ojo a su cara sin pintar jajajajaajajajaj ni yo con mi mejor maquillaje 😂,ojo cara pintar jajajajaajajajaj mejor maquillaj,"['ojo', 'cara', 'pintar', 'jajajajaajajajaj', 'mejor', 'maquillaj']",['😂'],neg,maite.montemayorm,['ireneolmedo81']
285,"Así me maquillaría yo para una boda jeje , estás perfecta desde el inicio . Me encanta el color del pelo",as maquillara boda jeje est perfecta inicio encanta color pelo,"['as', 'maquillara', 'boda', 'jeje', 'est', 'perfecta', 'inicio', 'encanta', 'color', 'pelo']",[],pos,mariajimeno9,[]
286,"Eres una mujer muy guapa. Pero te miro.... Y esque no te reconozco. No es malo.... Oye cada uno... Pero es un poco extraño que hayan tantas mujeres que cuando se hacen ""mayores"" empieces con os retoques... Tras retoque..... Y más retoques.... Y yo cuando las miro me preguntó: pero ellas cuando se miran al espejo que coño ven???? No ven lo mismo que yo??? Porque yo veo una señora mayor que kiere ser joven a base de bisturí (todo mi respeto) pero no se dan cuenta de que se les nota tanto , tanto, tanto... Que al final se vuelven artificiales y difíciles de ver. Que por mucho que sigan, ya no serán nunca más la xicas de 25 o 30 años. Y lo único que están haciendo es estropearse la cara para convertirse en aquello que ya nunca serán. Yo de ti Pilar ... Echaba ya el freno. Porque en este vídeo ya no se te reconoce e incluso pareces mayor de lo que eres.",mujer guapa miro esqu reconozco malo oye cada extrao tanta mujer hacen mayor empiec retoqu tra retoqu ms retoqu miro pregunt miran espejo coo ven ven mismo veo seora mayor kier ser joven base bistur respeto dan cuenta nota final vuelven artificial difcil ver sigan sern nunca ms xica 25 30 ao nico estn haciendo estropears cara convertirs aquello nunca sern pilar echaba freno vdeo reconoc incluso parec mayor,"['mujer', 'guapa', 'miro', 'esqu', 'reconozco', 'malo', 'oye', 'cada', 'extrao', 'tanta', 'mujer', 'hacen', 'mayor', 'empiec', 'retoqu', 'tra', 'retoqu', 'ms', 'retoqu', 'miro', 'pregunt', 'miran', 'espejo', 'coo', 'ven', 'ven', 'mismo', 'veo', 'seora', 'mayor', 'kier', 'ser', 'joven', 'base', 'bistur', 'respeto', 'dan', 'cuenta', 'nota', 'final', 'vuelven', 'artificial', 'difcil', 'ver', 'sigan', 'sern', 'nunca', 'ms', 'xica', '25', '30', 'ao', 'nico', 'estn', 'haciendo', 'estropears', 'cara', 'convertirs', 'aquello', 'nunca', 'sern', 'pilar', 'echaba', 'freno', 'vdeo', 'reconoc', 'incluso', 'parec', 'mayor']",[],neg,oli.love1,[]
287,😮😍😍😍 @pilarrubio  Perfect! Besos con cariño desde Venezuela🇻🇪,perfect beso cario venezuela,"['perfect', 'beso', 'cario', 'venezuela']","['😮', '😍', '😍', '😍']",neu,modales_maracaibo,['pilarrubio']
288,Guapa😍😍,guapa,['guapa'],"['😍', '😍']",neu,rr.familia,[]
289,👏👏👏,,[],"['👏', '👏', '👏']",neu,mctoresp,[]
290,"Si de verdad lo que le gusta criticar a la gente , eso es la envidia y nada más, guapísima pilar 😍",si verdad gusta criticar gent envidia ms guapsima pilar,"['si', 'verdad', 'gusta', 'criticar', 'gent', 'envidia', 'ms', 'guapsima', 'pilar']",['😍'],neg,annangui7,[]
291,El labio superior es un error!!!! Has roto todos los patrones de estética bucofacial. Y encima te lo perfilas sin acentuar el arco de cupido… parece q tienes bigote. Eres guapísima pero ahí dile a tu doctora q te meta hialuronidasa y empiece de cero 😂😂,labio superior error roto patron esttica bucofaci encima perfila acentuar arco cupido parec q bigot guapsima ah dile doctora q meta hialuronidasa empiec cero,"['labio', 'superior', 'error', 'roto', 'patron', 'esttica', 'bucofaci', 'encima', 'perfila', 'acentuar', 'arco', 'cupido', 'parec', 'q', 'bigot', 'guapsima', 'ah', 'dile', 'doctora', 'q', 'meta', 'hialuronidasa', 'empiec', 'cero']","['😂', '😂']",neg,rosal_r_l,[]
292,Más guapa y no naces hija mía 😍😱,ms guapa nace hija ma,"['ms', 'guapa', 'nace', 'hija', 'ma']","['😍', '😱']",neu,ruma_niah,[]
293,Súper mal,sper mal,"['sper', 'mal']",[],neg,eliwernerseoane,[]
294,Muy bien pilar! Eres guapa al natural !,bien pilar guapa natur,"['bien', 'pilar', 'guapa', 'natur']",[],pos,eliwernerseoane,[]
295,👏👏👏,,[],"['👏', '👏', '👏']",neu,marenka248,[]
296,Pero que bella 🙌,bella,['bella'],['🙌'],neu,dunkertatjana,[]
297,❤️❤️❤️,,[],"['❤', '❤', '❤']",neu,maarisolmaarin_,[]
298,"Qué labios más horribles, pero por qué?",qu labio ms horribl qu,"['qu', 'labio', 'ms', 'horribl', 'qu']",[],neu,241298si,[]
299,Y todas las semanas en el cirujano.,toda semana cirujano,"['toda', 'semana', 'cirujano']",[],neg,majovi64,[]
300,Puedes poner los productos que has utilizado. Gracias😍,pued poner producto utilizado gracia,"['pued', 'poner', 'producto', 'utilizado', 'gracia']",['😍'],neg,isaisa2310,[]
301,"En natural estás mucho más guapa, así con tanto maquillaje pareces Michael Jackson",natur est ms guapa as maquillaj parec michael jackson,"['natur', 'est', 'ms', 'guapa', 'as', 'maquillaj', 'parec', 'michael', 'jackson']",[],neu,mamenluszcz,[]
302,"A eso se le llama ahora, exprés? 🤣🤣🤣🤣",llama ahora expr,"['llama', 'ahora', 'expr']","['🤣', '🤣', '🤣', '🤣']",neg,guita76,[]
303,Guapísima súper Guapísima 🌸🌸🌼🌼🌻🌸❤️💋💋,guapsima sper guapsima,"['guapsima', 'sper', 'guapsima']","['🌸', '🌸', '🌼', '🌼', '🌻', '🌸', '❤', '💋', '💋']",neu,mariiia_glezz,[]
304,Guapa 👌🏽,guapa,['guapa'],"['👌', '🏽']",neu,pezilina,[]
305,Cuanta envidia hay por aquí 🤦🏻‍♀️entre mujeres como siempre 🤷🏻‍♀️🤷🏻‍♀️,cuanta envidia aqu mujer siempr,"['cuanta', 'envidia', 'aqu', 'mujer', 'siempr']","['🤦', '🏻', '♀', '🤷', '🏻', '♀', '🤷', '🏻', '♀']",neg,lilian_segovia_79,[]
306,Lo natural es lo mejor,natur mejor,"['natur', 'mejor']",[],pos,laur_art45,[]
307,Express??? Dios! Desde que soy mama da gracias si llego al paso 2 ...😂,express dio mama da gracia si llego paso 2,"['express', 'dio', 'mama', 'da', 'gracia', 'si', 'llego', 'paso', '2']",['😂'],neg,nicasota,[]
308,"No necesitas maquillaje, tienes un color de piel ideal...👏",necesita maquillaj color piel ideal,"['necesita', 'maquillaj', 'color', 'piel', 'ideal']",['👏'],pos,marilitaflores,[]
309,Guapa,guapa,['guapa'],[],neu,jalm_58,[]
310,"Sin maquillaje, eres superlativamente más bella y natural. Además que, besarte debe ser un patuque. Me gustas más en el primer segundo del video.🙌",maquillaj superlativament ms bella natur adem besart debe ser patuqu gusta ms primer segundo video,"['maquillaj', 'superlativament', 'ms', 'bella', 'natur', 'adem', 'besart', 'debe', 'ser', 'patuqu', 'gusta', 'ms', 'primer', 'segundo', 'video']",['🙌'],neg,sidijo,[]
311,😂😂😂😂,,[],"['😂', '😂', '😂', '😂']",neu,martasmotta,[]
312,❤️,,[],['❤'],neu,arshia.love7_,[]
313,Con esa cara hija mía qué no te queda bien 🙌😍😍,cara hija ma qu queda bien,"['cara', 'hija', 'ma', 'qu', 'queda', 'bien']","['🙌', '😍', '😍']",neg,yasmina_rf_69,[]
314,Q arte para maquillarte 👏👏😍,q art maquillart,"['q', 'art', 'maquillart']","['👏', '👏', '😍']",neu,aramy96,[]
315,Pero que belleza de mujer,belleza mujer,"['belleza', 'mujer']",[],neg,alex7718alex,[]
316,"Muy guapa después, pero muy muy muy guapa antes.",guapa despu guapa,"['guapa', 'despu', 'guapa']",[],neu,hnn_r,[]
317,Hay que ver la que usted monta,ver ust monta,"['ver', 'ust', 'monta']",[],neg,pedrojosela,[]
318,Belleza pura eres la mas linda de las chicas preciosa 💖 💕 😘 ♥ ❤ 💜 💖 💕 😘 ♥ ❤ 💜 💖 💕 😘 ♥,belleza pura ma linda chica preciosa,"['belleza', 'pura', 'ma', 'linda', 'chica', 'preciosa']","['💖', '💕', '😘', '♥', '❤', '💜', '💖', '💕', '😘', '♥', '❤', '💜', '💖', '💕', '😘', '♥']",pos,saezcorral,[]
319,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,vahid_mtp,[]
320,Estás guapísima con ese color del pelo👏,est guapsima color pelo,"['est', 'guapsima', 'color', 'pelo']",['👏'],neg,perlagonzalezperez_27,[]
321,Y eso es express?!?!😳😳si no queda una zona sin maquillaje,express si queda zona maquillaj,"['express', 'si', 'queda', 'zona', 'maquillaj']","['😳', '😳']",neg,di_nyc,[]
322,"Preciosa,rubia,morena,pelirroja y como sea.
Parece mentira que las que más critiquen por aquí sean mujeres.",preciosa rubia morena pelirroja parec mentira ms critiquen aqu mujer,"['preciosa', 'rubia', 'morena', 'pelirroja', 'parec', 'mentira', 'ms', 'critiquen', 'aqu', 'mujer']",[],pos,sharaa_geem,[]
323,Eres tan guapa q da igual q te pintes q no,tan guapa q da igual q pint q,"['tan', 'guapa', 'q', 'da', 'igual', 'q', 'pint', 'q']",[],neg,maytechu2611,[]
324,Sin filter y con la cara lavada,filter cara lavada,"['filter', 'cara', 'lavada']",[],neg,esechovequechovamalosera,[]
325,"Pues a mí me parece que aún desmaquillada ya iba pintada, ese color de labios no es normal.",pue m parec an desmaquillada iba pintada color labio normal,"['pue', 'm', 'parec', 'an', 'desmaquillada', 'iba', 'pintada', 'color', 'labio', 'normal']",[],neg,nuritxu3,[]
326,No cabe mas botox y hialuronico jaja,cabe ma botox hialuronico jaja,"['cabe', 'ma', 'botox', 'hialuronico', 'jaja']",[],neu,cristina_larm,[]
327,Fight for you dreams👊🏻♥️,fight for you dream,"['fight', 'for', 'you', 'dream']","['👊', '🏻', '♥']",neu,cafe_pilarr,[]
328,✨🤍✨🥰🤗🤩😍,,[],"['✨', '🤍', '✨', '🥰', '🤗', '🤩', '😍']",neu,victoria.morenogonzalez.7,[]
329,You are the reason for my laughter Eye light🫠🫀,you are the reason for my laughter eye light,"['you', 'are', 'the', 'reason', 'for', 'my', 'laughter', 'eye', 'light']","['\U0001fae0', '🫀']",pos,cafe_pilarr,[]
330,Que arte!👏👏,art,['art'],"['👏', '👏']",neu,yuyicalcines,[]
331,La que para mi era la belleza de este país....ya no encuentro esa belleza natural 😔,belleza pa encuentro belleza natur,"['belleza', 'pa', 'encuentro', 'belleza', 'natur']",['😔'],neu,monsieur_we.me,[]
332,Y lis productos?,li producto,"['li', 'producto']",[],neg,matylda822,[]
333,My Charming Pilar😌💗,my charm pilar,"['my', 'charm', 'pilar']","['😌', '💗']",neu,cafe_pilarr,[]
334,"Joder menudo gasto en cosmética , eso cobrando 900 € y pagando piso no se puede hacer",joder menudo gasto cosmtica cobrando 900 pagando piso pued hacer,"['joder', 'menudo', 'gasto', 'cosmtica', 'cobrando', '900', 'pagando', 'piso', 'pued', 'hacer']",[],neg,josemariaramonoliver,[]
335,You are attractive to me🤤💙,you are attract to,"['you', 'are', 'attract', 'to']","['🤤', '💙']",neu,cafe_pilarr,[]
336,My pili✨💚,my pili,"['my', 'pili']","['✨', '💚']",neu,cafe_pilarr,[]
337,My heart 🥺 💜,my heart,"['my', 'heart']","['🥺', '💜']",neu,cafe_pilarr,[]
338,My love 🥺🤍,my love,"['my', 'love']","['🥺', '🤍']",neu,cafe_pilarr,[]
339,I love you heart 🫂💕,i love you heart,"['i', 'love', 'you', 'heart']","['🫂', '💕']",neu,cafe_pilarr,[]
340,My beautiful🥲♥️,my beauti,"['my', 'beauti']","['🥲', '♥']",neu,cafe_pilarr,[]
341,@terecalvofer mañá abre tu que eu vou probar este maquillaje expres!,ma abr eu vou probar maquillaj expr,"['ma', 'abr', 'eu', 'vou', 'probar', 'maquillaj', 'expr']",[],neg,iriac23,['terecalvofer']
342,"@iriac23 nada, levántate a las 5 y ya te da tiempo😂",levntat 5 da tiempo,"['levntat', '5', 'da', 'tiempo']",['😂'],neg,terecalvofer,['iriac23']
343,@terecalvofer veremos a ver 😂😂😂,veremo ver,"['veremo', 'ver']","['😂', '😂', '😂']",neg,iriac23,['terecalvofer']
344,Deja d ponerte inyecciones q pareces carmen d mairena ajajaj,deja d ponert inyeccion q parec carmen d mairena ajajaj,"['deja', 'd', 'ponert', 'inyeccion', 'q', 'parec', 'carmen', 'd', 'mairena', 'ajajaj']",[],neg,liongiro,[]
345,Estás guapísima👏👏😍 me encanta que hagas éstos vídeos.Se aprende mucho,est guapsima encanta haga sto vdeoss aprend,"['est', 'guapsima', 'encanta', 'haga', 'sto', 'vdeoss', 'aprend']","['👏', '👏', '😍']",pos,m.munumer,[]
346,🌹🌺,,[],"['🌹', '🌺']",neu,saeid.alousi_,[]
347,Limpieza con agua micelar? Si no la aclaras la caca sigue ahí y los tensioactivos del producto tambien,limpieza agua micelar si aclara caca sigu ah tensioactivo producto tambien,"['limpieza', 'agua', 'micelar', 'si', 'aclara', 'caca', 'sigu', 'ah', 'tensioactivo', 'producto', 'tambien']",[],neg,rclavero_makeup_hair,[]
348,Estás  maquillada ya @pilarrubio,est maquillada,"['est', 'maquillada']",[],neu,veronica.alva.3551,['pilarrubio']
349,❤️❤️,,[],"['❤', '❤']",neu,tristante1965,[]
350,Estoy a favor de la cirugía de verdad... Pero de cambio de aspecto no!! Parece otra persona y el video es para denunciarlo porque no tiene la cara lavada... YA ESTÁ MAQUILLADA,favor ciruga verdad cambio aspecto parec persona video denunciarlo cara lavada est maquillada,"['favor', 'ciruga', 'verdad', 'cambio', 'aspecto', 'parec', 'persona', 'video', 'denunciarlo', 'cara', 'lavada', 'est', 'maquillada']",[],neg,vickygga04,[]
351,Una mujer con hijos y su casa ...... De dónde saca tanto tiempo para maquillarse de ésta manera?????,mujer hijo casa dnde saca tiempo maquillars sta manera,"['mujer', 'hijo', 'casa', 'dnde', 'saca', 'tiempo', 'maquillars', 'sta', 'manera']",[],neg,buenosaires_8,[]
352,"😢cada vez te pareces menos a tí, con lo guapa q eres",cada vez parec meno t guapa q,"['cada', 'vez', 'parec', 'meno', 't', 'guapa', 'q']",['😢'],neu,kuzzzsigma,[]
353,"Espero y deseo q la gente no te vea cómo alguien a seguir y copiar...tener todo lo q tienes no creo q sea por tu esfuerzo, tesón ni preparación. Espero q nuestra juventud use los libros, la cultura para ser personas a imitar. Que poco me gusta la imagen q das y más cuando veo q te crees ser toda una super woman. El dinero produce éstas cosas.",espero deseo q gent vea cmo alguien seguir copiar tener q creo q esfuerzo tesn preparacin espero q juventud use libro cultura ser persona imitar gusta imagen q da ms veo q cree ser toda super woman dinero produc sta cosa,"['espero', 'deseo', 'q', 'gent', 'vea', 'cmo', 'alguien', 'seguir', 'copiar', 'tener', 'q', 'creo', 'q', 'esfuerzo', 'tesn', 'preparacin', 'espero', 'q', 'juventud', 'use', 'libro', 'cultura', 'ser', 'persona', 'imitar', 'gusta', 'imagen', 'q', 'da', 'ms', 'veo', 'q', 'cree', 'ser', 'toda', 'super', 'woman', 'dinero', 'produc', 'sta', 'cosa']",[],neg,merchines.es,[]
354,👌,,[],['👌'],neu,ruthmora5096,[]
355,"Miea q apañada,muy guapa 👏",miea q apaada guapa,"['miea', 'q', 'apaada', 'guapa']",['👏'],neu,mc.juncosfernandez,[]
356,Me encantó!!!😍😍😍,encant,['encant'],"['😍', '😍', '😍']",neu,estefaniabascunana,[]
357,Madre mia express con 20 pasos????? 😵😵😵😵 Cómo pa tener prisaaaaa 😂😂,madr mia express 20 paso cmo pa tener prisaaaaa,"['madr', 'mia', 'express', '20', 'paso', 'cmo', 'pa', 'tener', 'prisaaaaa']","['😵', '😵', '😵', '😵', '😂', '😂']",neg,lau__1205,[]
358,🔥🔥🔥🔥😍😍😍,,[],"['🔥', '🔥', '🔥', '🔥', '😍', '😍', '😍']",neu,hadi.javanmard.p.r,[]
359,Ha ido de divina a Divina de la Muerte 🔥,ido divina divina muert,"['ido', 'divina', 'divina', 'muert']",['🔥'],neg,c.r.i.s_t.i.n.a,[]
360,@cristicreis,,[],[],neu,rizosstyle,['cristicreis']
361,Por favor cuanta envidia... Y yo la primera 😂,favor cuanta envidia primera,"['favor', 'cuanta', 'envidia', 'primera']",['😂'],neg,martamacfly,[]
362,IMPRESIONANTE 😍😍😍😍,impresionant,['impresionant'],"['😍', '😍', '😍', '😍']",neu,belenuca23,[]
363,🙌🙌❤️❤️❤️,,[],"['🙌', '🙌', '❤', '❤', '❤']",neu,maribel_yebenes,[]
364,Express dice😂😂😂😂,express dice,"['express', 'dice']","['😂', '😂', '😂', '😂']",neg,iremolidelnorte,[]
365,😍,,[],['😍'],neu,romarey_ventura,[]
366,"Bonita, pero que productos utilizas en cada etapa ?? Cuenta porfa.",bonita producto utiliza cada etapa cuenta porfa,"['bonita', 'producto', 'utiliza', 'cada', 'etapa', 'cuenta', 'porfa']",[],neg,noraevamartinez,[]
367,"Jo, no la reconozco...",jo reconozco,"['jo', 'reconozco']",[],neu,mamariemalo,[]
368,👏👏👏👏👏,,[],"['👏', '👏', '👏', '👏', '👏']",neu,luisa_gonzalezf,[]
369,Kilos de maquillage que te pone 10 años mas o 20,kilo maquillag pone 10 ao ma 20,"['kilo', 'maquillag', 'pone', '10', 'ao', 'ma', '20']",[],neg,ileanalidiapriala,[]
370,La raya de los ojos los llevas tatuados ???,raya ojo lleva tatuado,"['raya', 'ojo', 'lleva', 'tatuado']",[],neu,mari_mdlh,[]
371,No entiendo nada...se limpia la cara pero el maquillaje sigue ahí? Con lo guapa que era esta chica y se está haciendo la cara un cristo.,entiendo limpia cara maquillaj sigu ah guapa chica est haciendo cara cristo,"['entiendo', 'limpia', 'cara', 'maquillaj', 'sigu', 'ah', 'guapa', 'chica', 'est', 'haciendo', 'cara', 'cristo']",[],neg,caroltomascomica,[]
372,Que serum se pone ? No logro verlo,serum pone logro verlo,"['serum', 'pone', 'logro', 'verlo']",[],neg,mimayorproyecto,[]
373,Guapa😍,guapa,['guapa'],['😍'],neu,ampa.ro8358,[]
374,هو انتي شتخلين متكليلي,,[],[],neu,zoreal90,[]
375,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",neu,mariasuenasuena,[]
376,Que bonita,bonita,['bonita'],[],pos,carmenpartyramirez,[]
377,Maravillosa,maravillosa,['maravillosa'],[],pos,cristinaserrano66,[]
378,Guapísima!!!,guapsima,['guapsima'],[],neu,anuskipo67,[]
379,Que guapa eres y te quedan muy bien las mechas,guapa quedan bien mecha,"['guapa', 'quedan', 'bien', 'mecha']",[],pos,cristinaserrano66,[]
380,Fallo garrafal ponerte agua micelar y no aclararla 🙈🙈🙈. Y enseñarnos cómo te maquillas estando ya maquillada… No te pega nada hacer estas chorradas,fallo garraf ponert agua micelar aclararla ensearno cmo maquilla maquillada pega hacer chorrada,"['fallo', 'garraf', 'ponert', 'agua', 'micelar', 'aclararla', 'ensearno', 'cmo', 'maquilla', 'maquillada', 'pega', 'hacer', 'chorrada']","['🙈', '🙈', '🙈']",pos,ladygodiva68,[]
381,Con dinero hasta yo soy guapa 😂,dinero guapa,"['dinero', 'guapa']",['😂'],neg,isabelgutierrezdias,[]
382,Guapa ❤️❤️❤️❤️❤️❤️❤️,guapa,['guapa'],"['❤', '❤', '❤', '❤', '❤', '❤', '❤']",neu,ronalulisesorellana,[]
383,No necesitas corrector de ojeras.....,necesita corrector ojera,"['necesita', 'corrector', 'ojera']",[],neg,martamatillaa,[]
384,"@martamatillaa y yo diría que según el vídeo ni fondo de maquillaje, ese tono bronceado es ideal!!!!",dira segn vdeo fondo maquillaj tono bronceado ideal,"['dira', 'segn', 'vdeo', 'fondo', 'maquillaj', 'tono', 'bronceado', 'ideal']",[],pos,martamatillaa,['martamatillaa']
385,Madre cita que belleza 😳me quedo embobada,madr cita belleza quedo embobada,"['madr', 'cita', 'belleza', 'quedo', 'embobada']",['😳'],neu,2134.aman,[]
386,"Estás igual de guapa maquillada que sin maquillar pero esos labios que te has puesto…. Creo q te has equivocado, no lo necesitabas porque eres impresionantemente guapa..",est igual guapa maquillada maquillar labio puesto creo q equivocado necesitaba impresionantement guapa,"['est', 'igual', 'guapa', 'maquillada', 'maquillar', 'labio', 'puesto', 'creo', 'q', 'equivocado', 'necesitaba', 'impresionantement', 'guapa']",[],neg,moonspink,[]
387,"Express para ella... Q tiene 200 personas haciéndole todo mientras esa maquilla ""rápido"" 😂😂😂😂",express q 200 persona hacindol mientra maquilla rpido,"['express', 'q', '200', 'persona', 'hacindol', 'mientra', 'maquilla', 'rpido']","['😂', '😂', '😂', '😂']",neg,naty_oliok,[]
388,Guapaa,guapaa,['guapaa'],[],neu,floressinisi,[]
389,❤❤❤que estas pilar me encanta ese maquillaje 😍,pilar encanta maquillaj,"['pilar', 'encanta', 'maquillaj']","['❤', '❤', '❤', '😍']",pos,floressinisi,[]
390,Pero si ya estaba maquillada!!! 🤷‍♀️,si maquillada,"['si', 'maquillada']","['🤷', '♀']",neg,morefpd,[]
391,❤️,,[],['❤'],neu,lynberraz,[]
392,Es precioso y te queda fenomenal me encanta tu nuevo color de pelo y te hace más joven,precioso queda fenomen encanta nuevo color pelo hace ms joven,"['precioso', 'queda', 'fenomen', 'encanta', 'nuevo', 'color', 'pelo', 'hace', 'ms', 'joven']",[],pos,anamariagarcia506,[]
393,😍😍😍😍❤️,,[],"['😍', '😍', '😍', '😍', '❤']",neu,1985menjivarr,[]
394,"Y como no, una rutina. Ya aburre",rutina aburr,"['rutina', 'aburr']",[],neu,vi_rginia4158,[]
395,"Mucho más guapa al natural, mucho potingue, no lo necesitas la verdad.",ms guapa natur potingu necesita verdad,"['ms', 'guapa', 'natur', 'potingu', 'necesita', 'verdad']",[],neg,gelidominguezperez,[]
396,Mi mujer se quita el maquillaje y no se le queda esa cara algo pasa ahy miarma.,mujer quita maquillaj queda cara pasa ahi miarma,"['mujer', 'quita', 'maquillaj', 'queda', 'cara', 'pasa', 'ahi', 'miarma']",[],neg,manuelbernal1979,[]
397,"Preciosa pero con demasiado labio superior, te has pasado con el botox 😢. Ahora me encanta esto de desmaquillarte y ya estás maquillada. Creo que antes también eras guapísima y no te hacían falta tantos retoques",preciosa demasiado labio superior pasado botox ahora encanta desmaquillart est maquillada creo tambin guapsima hacan falta tanto retoqu,"['preciosa', 'demasiado', 'labio', 'superior', 'pasado', 'botox', 'ahora', 'encanta', 'desmaquillart', 'est', 'maquillada', 'creo', 'tambin', 'guapsima', 'hacan', 'falta', 'tanto', 'retoqu']",['😢'],neu,sariny_,[]
398,De express tiene poco!!😂😂,express,['express'],"['😂', '😂']",neu,anadomingo_m,[]
399,Y que marcas usas @pilarrubio nos serviría de ayuda 🤗sobre todo el corrector porfa 🙃,marca usa servira ayuda corrector porfa,"['marca', 'usa', 'servira', 'ayuda', 'corrector', 'porfa']","['🤗', '🙃']",neg,miryamsanchezs,['pilarrubio']
400,¿Tienes la misma agilidad limpiando el polvo?,misma agilidad limpiando polvo,"['misma', 'agilidad', 'limpiando', 'polvo']",[],neg,irene_gijon,[]
